STATIONS_ID;MESS_DATUM;QN_592;ATMO_STRAHL;FD_STRAHL;FG_STRAHL;SD_STRAHL;eor
       7370;20210101;    1;     -999;   284.00;   435.00;    3.8;eor
       7370;20210102;    1;     -999;   113.00;   114.00;    0.1;eor
       7370;20210103;    1;     -999;    87.00;    87.00;    0.0;eor
       7370;20210104;    1;     -999;    95.00;    95.00;    0.0;eor
       7370;20210105;    1;     -999;    94.00;    94.00;    0.0;eor
       7370;20210106;    1;     -999;   125.00;   125.00;    0.0;eor
       7370;20210107;    1;     -999;   149.00;   149.00;    0.0;eor
       7370;20210108;    1;     -999;   206.00;   206.00;    0.0;eor
       7370;20210109;    1;     -999;   253.00;   378.00;    1.8;eor
       7370;20210110;    1;     -999;   222.00;   428.00;    4.0;eor
       7370;20210111;    1;     -999;   299.00;   302.00;    0.5;eor
       7370;20210112;    1;     -999;   143.00;   143.00;    0.0;eor
       7370;20210113;    1;     -999;   163.00;   163.00;    0.0;eor
       7370;20210114;    1;     -999;   188.00;   188.00;    0.0;eor
       7370;20210115;    1;     -999;   324.00;   325.00;    0.0;eor
       7370;20210116;    1;     -999;   251.00;   251.00;    0.0;eor
       7370;20210117;    1;     -999;   266.00;   266.00;    0.0;eor
       7370;20210118;    1;     -999;   179.00;   181.00;    0.0;eor
       7370;20210119;    1;     -999;   338.00;   345.00;    0.0;eor
       7370;20210120;    1;     -999;   391.00;   565.00;    4.7;eor
       7370;20210121;    1;     -999;   295.00;   347.00;    0.9;eor
       7370;20210122;    1;     -999;   350.00;   508.00;    3.5;eor
       7370;20210123;    1;     -999;   244.00;   244.00;    0.0;eor
       7370;20210124;    1;     -999;   222.00;   222.00;    0.0;eor
       7370;20210125;    1;     -999;   358.00;   361.00;    0.1;eor
       7370;20210126;    1;     -999;   116.00;   116.00;    0.0;eor
       7370;20210127;    1;     -999;   428.00;   615.00;    3.5;eor
       7370;20210128;    1;     -999;   183.00;   183.00;    0.0;eor
       7370;20210129;    1;     -999;   142.00;   142.00;    0.0;eor
       7370;20210130;    1;     -999;   182.00;   182.00;    0.0;eor
       7370;20210131;    1;     -999;   294.00;   679.00;    5.1;eor
       7370;20210201;    1;     -999;   377.00;   379.00;    0.0;eor
       7370;20210202;    1;     -999;   288.00;   289.00;    0.0;eor
       7370;20210203;    1;     -999;   120.00;   120.00;    0.0;eor
       7370;20210204;    1;     -999;   269.00;   536.00;    3.4;eor
       7370;20210205;    1;     -999;   205.00;   207.00;    0.1;eor
       7370;20210206;    1;     -999;   237.00;   237.00;    0.0;eor
       7370;20210207;    1;     -999;   172.00;   172.00;    0.0;eor
       7370;20210208;    1;     -999;   316.00;   317.00;    0.0;eor
       7370;20210209;    1;     -999;   386.00;   407.00;    0.3;eor
       7370;20210210;    1;     -999;   471.00;   472.00;    0.0;eor
       7370;20210211;    1;     -999;   536.00;   552.00;    0.5;eor
       7370;20210212;    1;     -999;   397.00;   910.00;    7.4;eor
       7370;20210213;    1;     -999;   595.00;   795.00;    5.1;eor
       7370;20210214;    1;     -999;   303.00;  1102.00;    9.3;eor
       7370;20210215;    1;     -999;   533.00;   855.00;    6.0;eor
       7370;20210216;    1;     -999;   379.00;   379.00;    0.0;eor
       7370;20210217;    1;     -999;   344.00;   347.00;    0.1;eor
       7370;20210218;    1;     -999;   433.00;   913.00;    6.7;eor
       7370;20210219;    1;     -999;   537.00;   750.00;    4.5;eor
       7370;20210220;    1;     -999;   308.00;  1103.00;    9.1;eor
       7370;20210221;    1;     -999;   246.00;  1221.00;    9.5;eor
       7370;20210222;    1;     -999;   401.00;   722.00;    3.7;eor
       7370;20210223;    1;     -999;   643.00;   927.00;    6.1;eor
       7370;20210224;    1;     -999;   511.00;  1075.00;    8.2;eor
       7370;20210225;    1;     -999;   389.00;  1198.00;    9.1;eor
       7370;20210226;    1;     -999;   533.00;  1013.00;    6.9;eor
       7370;20210227;    1;     -999;   491.00;  1027.00;    6.5;eor
       7370;20210228;    1;     -999;   227.00;  1389.00;   10.0;eor
       7370;20210301;    1;     -999;   230.00;  1399.00;   10.1;eor
       7370;20210302;    1;     -999;   228.00;  1458.00;   10.1;eor
       7370;20210303;    1;     -999;   671.00;   787.00;    2.9;eor
       7370;20210304;    1;     -999;   529.00;   948.00;    5.1;eor
       7370;20210305;    1;     -999;   542.00;   773.00;    3.1;eor
       7370;20210306;    1;     -999;   238.00;  1562.00;   10.4;eor
       7370;20210307;    1;     -999;   225.00;  1592.00;   10.5;eor
       7370;20210308;    1;     -999;   628.00;   654.00;    0.8;eor
       7370;20210309;    1;     -999;   719.00;   776.00;    0.6;eor
       7370;20210310;    1;     -999;   459.00;   527.00;    1.5;eor
       7370;20210311;    1;     -999;   253.00;   253.00;    0.0;eor
       7370;20210312;    1;     -999;   556.00;   922.00;    4.1;eor
       7370;20210313;    1;     -999;   388.00;   390.00;    0.0;eor
       7370;20210314;    1;     -999;   496.00;   589.00;    1.6;eor
       7370;20210315;    1;     -999;   459.00;   535.00;    1.4;eor
       7370;20210316;    1;     -999;   510.00;   585.00;    1.2;eor
       7370;20210317;    1;     -999;   626.00;   696.00;    1.0;eor
       7370;20210318;    1;     -999;   576.00;   818.00;    2.5;eor
       7370;20210319;    1;     -999;   721.00;   979.00;    2.6;eor
       7370;20210320;    1;     -999;   701.00;  1177.00;    3.8;eor
       7370;20210321;    1;     -999;   262.00;   262.00;    0.0;eor
       7370;20210322;    1;     -999;   673.00;   798.00;    1.8;eor
       7370;20210323;    1;     -999;   489.00;   489.00;    0.0;eor
       7370;20210324;    1;     -999;   531.00;  1512.00;    7.1;eor
       7370;20210325;    1;     -999;     -999;     -999;-999;eor
       7370;20210326;    1;     -999;   591.00;  1719.00;    9.4;eor
       7370;20210327;    1;     -999;   562.00;  1005.00;    3.0;eor
       7370;20210328;    1;     -999;   813.00;  1342.00;    6.0;eor
       7370;20210329;    1;     -999;   595.00;  1665.00;    9.1;eor
       7370;20210330;    1;     -999;   434.00;  2059.00;   11.8;eor
       7370;20210331;    1;     -999;   363.00;  2097.00;   11.9;eor
       7370;20210401;    1;     -999;   771.00;  1700.00;   10.2;eor
       7370;20210402;    1;     -999;   797.00;  1646.00;    7.6;eor
       7370;20210403;    1;     -999;   739.00;   986.00;    2.3;eor
       7370;20210404;    1;     -999;   432.00;  2142.00;   11.6;eor
       7370;20210405;    1;     -999;   799.00;  1023.00;    3.7;eor
       7370;20210406;    1;     -999;   750.00;   806.00;    0.6;eor
       7370;20210407;    1;     -999;   871.00;  1119.00;    1.8;eor
       7370;20210408;    1;     -999;   866.00;  1019.00;    1.1;eor
       7370;20210409;    1;     -999;   807.00;  1841.00;    7.9;eor
       7370;20210410;    1;     -999;   935.00;  1074.00;    2.9;eor
       7370;20210411;    1;     -999;   787.00;  1932.00;    9.8;eor
       7370;20210412;    1;     -999;   400.00;   400.00;    0.0;eor
       7370;20210413;    1;     -999;  1048.00;  1216.00;    2.7;eor
       7370;20210414;    1;     -999;  1027.00;  1555.00;    5.4;eor
       7370;20210415;    1;     -999;   904.00;  1103.00;    3.0;eor
       7370;20210416;    1;     -999;   711.00;   822.00;    1.7;eor
       7370;20210417;    1;     -999;   733.00;   741.00;    0.1;eor
       7370;20210418;    1;     -999;   953.00;  1009.00;    0.6;eor
       7370;20210419;    1;     -999;  1054.00;  1226.00;    2.0;eor
       7370;20210420;    1;     -999;   924.00;  1496.00;    4.2;eor
       7370;20210421;    1;     -999;   826.00;  1706.00;    7.2;eor
       7370;20210422;    1;     -999;   640.00;  2239.00;    9.9;eor
       7370;20210423;    1;     -999;   484.00;  2554.00;   13.0;eor
       7370;20210424;    1;     -999;   669.00;  2345.00;   12.8;eor
