,date,03668_FD_STRAHL,03668_FG_STRAHL,03668_SD_STRAHL,05792_FD_STRAHL,05792_FG_STRAHL,05792_SD_STRAHL
1862,2020-02-06,388.0,542.0,3.4,-999.0,1289.0,9.7
1863,2020-02-07,361.0,562.0,4.1,-999.0,1171.0,9.7
1864,2020-02-08,336.0,798.0,7.3,-999.0,1119.0,9.1
1865,2020-02-09,308.0,781.0,6.2,-999.0,1166.0,8.8
1866,2020-02-10,384.0,705.0,4.8,-999.0,293.0,0.4
1867,2020-02-11,327.0,565.0,3.4,-999.0,383.0,0.0
1868,2020-02-12,367.0,447.0,1.4,404.0,414.0,0.0
1869,2020-02-13,415.0,459.0,1.8,477.0,767.0,3.8
1870,2020-02-14,298.0,325.0,0.5,465.0,637.0,0.8
1871,2020-02-15,515.0,826.0,7.2,384.0,1156.0,9.0
1872,2020-02-16,268.0,274.0,0.5,565.0,724.0,2.9
1873,2020-02-17,130.0,133.0,0.0,638.0,854.0,5.2
1874,2020-02-18,356.0,407.0,0.8,282.0,1536.0,7.7
1875,2020-02-19,344.0,405.0,1.4,530.0,579.0,0.4
1876,2020-02-20,360.0,362.0,0.0,697.0,899.0,4.1
1877,2020-02-21,461.0,911.0,5.5,580.0,989.0,3.9
1878,2020-02-22,535.0,949.0,6.9,320.0,1400.0,9.5
1879,2020-02-23,196.0,197.0,0.0,284.0,302.0,0.0
1880,2020-02-24,341.0,341.0,0.0,475.0,942.0,4.3
1881,2020-02-25,281.0,284.0,0.1,625.0,627.0,0.3
1882,2020-02-26,443.0,622.0,1.6,489.0,866.0,1.9
1883,2020-02-27,427.0,435.0,0.1,631.0,906.0,2.5
1884,2020-02-28,683.0,1162.0,5.5,505.0,1173.0,5.5
1885,2020-02-29,571.0,673.0,2.2,752.0,890.0,2.0
1886,2020-03-01,558.0,886.0,4.8,649.0,1257.0,4.5
1887,2020-03-02,375.0,1224.0,8.7,612.0,671.0,2.3
1888,2020-03-03,477.0,520.0,0.6,943.0,981.0,0.9
1889,2020-03-04,469.0,531.0,1.6,1063.0,1267.0,2.6
1890,2020-03-05,518.0,544.0,0.6,722.0,738.0,0.4
1891,2020-03-06,291.0,292.0,0.0,923.0,1034.0,2.2
1892,2020-03-07,372.0,391.0,0.4,788.0,822.0,0.0
1893,2020-03-08,711.0,762.0,1.1,545.0,1693.0,9.8
1894,2020-03-09,556.0,731.0,2.5,980.0,991.0,0.6
1895,2020-03-10,222.0,225.0,0.0,591.0,591.0,0.1
1896,2020-03-11,284.0,284.0,0.0,736.0,854.0,1.0
1897,2020-03-12,571.0,716.0,1.9,810.0,1241.0,5.7
1898,2020-03-13,602.0,813.0,3.8,684.0,803.0,0.2
1899,2020-03-14,685.0,1044.0,6.8,839.0,1300.0,4.1
1900,2020-03-15,424.0,1597.0,11.4,221.0,2024.0,11.8
1901,2020-03-16,413.0,1552.0,10.4,212.0,2054.0,11.7
1902,2020-03-17,659.0,798.0,1.9,760.0,1438.0,6.1
1903,2020-03-18,472.0,1507.0,9.0,263.0,2044.0,11.7
1904,2020-03-19,826.0,1323.0,5.7,266.0,2073.0,11.1
1905,2020-03-20,706.0,1254.0,5.2,515.0,1917.0,9.2
1906,2020-03-21,367.0,368.0,0.0,1155.0,1798.0,6.1
1907,2020-03-22,242.0,1927.0,12.0,505.0,2195.0,10.1
1908,2020-03-23,273.0,1933.0,12.0,288.0,2322.0,12.4
1909,2020-03-24,280.0,1962.0,12.1,261.0,2296.0,12.4
1910,2020-03-25,310.0,1943.0,12.0,972.0,1969.0,8.6
1911,2020-03-26,724.0,1373.0,8.0,962.0,1090.0,2.8
1912,2020-03-27,513.0,1768.0,11.3,509.0,2174.0,11.4
1913,2020-03-28,453.0,1827.0,11.5,922.0,-999.0,7.8
1914,2020-03-29,814.0,919.0,1.9,1240.0,1381.0,2.0
1915,2020-03-30,247.0,2107.0,12.2,1555.0,1707.0,5.9
1916,2020-03-31,736.0,1325.0,5.7,870.0,2198.0,8.8
1917,2020-04-01,310.0,2093.0,12.5,244.0,2475.0,12.9
1918,2020-04-02,346.0,2066.0,12.5,402.0,2323.0,9.6
1919,2020-04-03,807.0,899.0,2.1,1307.0,1575.0,2.4
1920,2020-04-04,482.0,2080.0,12.1,248.0,2580.0,13.0
1921,2020-04-05,353.0,2153.0,12.7,226.0,2598.0,13.2
1922,2020-04-06,298.0,2185.0,12.7,223.0,2646.0,13.1
1923,2020-04-07,372.0,2129.0,12.6,485.0,2482.0,11.4
1924,2020-04-08,362.0,2160.0,12.7,396.0,2447.0,12.1
1925,2020-04-09,479.0,2119.0,12.1,-999.0,-999.0,3.2
1926,2020-04-10,376.0,2170.0,12.0,322.0,2601.0,12.8
1927,2020-04-11,340.0,2262.0,13.0,803.0,2332.0,7.8
1928,2020-04-12,529.0,1908.0,10.1,899.0,2316.0,7.9
1929,2020-04-13,719.0,1292.0,6.5,990.0,1405.0,3.6
1930,2020-04-14,841.0,2045.0,9.9,1228.0,2675.0,12.0
1931,2020-04-15,702.0,2192.0,12.3,456.0,2631.0,13.3
1932,2020-04-16,464.0,2290.0,12.9,806.0,2491.0,12.9
1933,2020-04-17,589.0,2116.0,10.1,642.0,2418.0,11.3
1934,2020-04-18,934.0,1348.0,6.5,1031.0,2044.0,6.6
1935,2020-04-19,789.0,1295.0,4.6,1331.0,1528.0,2.1
1936,2020-04-20,315.0,2509.0,13.5,1411.0,1478.0,1.1
1937,2020-04-21,321.0,2551.0,13.5,1183.0,2092.0,6.9
1938,2020-04-22,307.0,2573.0,13.5,250.0,3000.0,13.9
1939,2020-04-23,337.0,2536.0,13.6,585.0,2854.0,10.8
1940,2020-04-24,1245.0,1869.0,11.6,1194.0,2175.0,9.3
1941,2020-04-25,342.0,2601.0,13.7,867.0,884.0,0.2
1942,2020-04-26,323.0,2604.0,13.9,1194.0,1295.0,1.5
1943,2020-04-27,826.0,1638.0,6.7,1100.0,1894.0,5.1
1944,2020-04-28,1003.0,1159.0,3.0,1272.0,1644.0,6.5
1945,2020-04-29,971.0,1283.0,3.6,1166.0,1167.0,0.0
1946,2020-04-30,693.0,712.0,0.2,1180.0,1388.0,2.7
1947,2020-05-01,891.0,1539.0,6.3,1322.0,1746.0,4.3
1948,2020-05-02,840.0,1983.0,8.6,890.0,1105.0,0.2
1949,2020-05-03,1167.0,1615.0,4.1,1448.0,2688.0,9.0
1950,2020-05-04,920.0,1333.0,4.1,1503.0,1643.0,1.7
1951,2020-05-05,1035.0,2315.0,12.9,765.0,765.0,0.0
1952,2020-05-06,735.0,2582.0,12.7,1165.0,3139.0,10.4
1953,2020-05-07,329.0,2769.0,14.2,251.0,3161.0,14.5
1954,2020-05-08,663.0,2604.0,12.8,910.0,2805.0,11.5
1955,2020-05-09,1170.0,1453.0,3.2,1326.0,2391.0,8.1
1956,2020-05-10,950.0,1407.0,3.2,1223.0,1617.0,3.7
1957,2020-05-11,454.0,481.0,0.9,1091.0,1444.0,2.5
1958,2020-05-12,629.0,2743.0,10.4,914.0,3077.0,11.0
1959,2020-05-13,958.0,1458.0,6.3,809.0,842.0,0.6
1960,2020-05-14,922.0,1062.0,1.4,1849.0,2441.0,6.4
1961,2020-05-15,1203.0,1760.0,7.0,1524.0,1549.0,0.1
1962,2020-05-16,511.0,2861.0,14.4,1494.0,1528.0,3.8
1963,2020-05-17,690.0,2703.0,14.0,2983.0,3022.0,11.9
1964,2020-05-18,387.0,2853.0,14.8,-999.0,2965.0,10.7
1965,2020-05-19,407.0,2770.0,12.9,-999.0,1866.0,6.2
1966,2020-05-20,1252.0,1477.0,2.7,-999.0,816.0,0.1
1967,2020-05-21,589.0,2581.0,14.0,-999.0,2493.0,6.4
1968,2020-05-22,1311.0,1687.0,6.0,-999.0,2402.0,11.5
1969,2020-05-23,501.0,507.0,0.2,-999.0,1671.0,4.0
1970,2020-05-24,966.0,2062.0,8.0,-999.0,1683.0,1.7
1971,2020-05-25,1026.0,1565.0,5.1,-999.0,949.0,0.0
1972,2020-05-26,1196.0,1779.0,8.2,-999.0,-999.0,2.2
1973,2020-05-27,925.0,2381.0,11.0,-999.0,3428.0,14.9
1974,2020-05-28,872.0,2242.0,8.9,-999.0,-999.0,-999.0
1975,2020-05-29,912.0,2441.0,11.7,-999.0,1995.0,3.5
1976,2020-05-30,1197.0,1992.0,7.4,-999.0,1492.0,5.0
1977,2020-05-31,1215.0,2277.0,9.0,-999.0,2343.0,6.8
1978,2020-06-01,428.0,3014.0,15.3,3167.0,3244.0,14.3
1979,2020-06-02,404.0,2965.0,14.7,1503.0,2454.0,9.8
1980,2020-06-03,960.0,2537.0,11.6,1518.0,2554.0,11.6
1981,2020-06-04,727.0,750.0,0.3,1247.0,1247.0,0.2
1982,2020-06-05,866.0,896.0,0.5,1878.0,1932.0,2.1
1983,2020-06-06,949.0,984.0,0.7,1584.0,1665.0,2.9
1984,2020-06-07,742.0,770.0,1.0,1027.0,1037.0,0.8
1985,2020-06-08,1007.0,1388.0,5.7,2554.0,2569.0,5.1
1986,2020-06-09,897.0,910.0,0.1,-999.0,2333.0,5.1
1987,2020-06-10,493.0,496.0,0.0,-999.0,1472.0,0.1
1988,2020-06-11,1046.0,1408.0,4.4,-999.0,2345.0,2.3
1989,2020-06-12,483.0,2922.0,15.1,-999.0,3475.0,15.8
1990,2020-06-13,711.0,2636.0,12.4,-999.0,2607.0,8.8
1991,2020-06-14,615.0,627.0,0.0,-999.0,789.0,0.0
1992,2020-06-15,371.0,377.0,0.0,-999.0,839.0,0.0
1993,2020-06-16,1274.0,1599.0,4.8,-999.0,1499.0,0.3
1994,2020-06-17,1257.0,1736.0,4.6,-999.0,1635.0,5.2
1995,2020-06-18,1373.0,1641.0,4.5,-999.0,2001.0,5.7
1996,2020-06-19,1171.0,2047.0,9.4,-999.0,1650.0,0.0
1997,2020-06-20,951.0,1402.0,3.1,-999.0,1378.0,0.5
1998,2020-06-21,722.0,2684.0,12.8,-999.0,866.0,0.0
1999,2020-06-22,880.0,2330.0,10.1,-999.0,980.0,0.1
2000,2020-06-23,646.0,2826.0,13.8,-999.0,2837.0,10.4
2001,2020-06-24,447.0,2975.0,13.3,-999.0,3439.0,15.6
2002,2020-06-25,910.0,2295.0,9.7,-999.0,1967.0,4.5
2003,2020-06-26,473.0,2971.0,14.2,-999.0,1213.0,3.3
2004,2020-06-27,953.0,2348.0,10.2,-999.0,2610.0,9.8
2005,2020-06-28,892.0,1178.0,3.4,-999.0,2302.0,8.0
2006,2020-06-29,1041.0,1878.0,5.7,-999.0,1237.0,2.8
2007,2020-06-30,1272.0,2131.0,7.7,-999.0,2709.0,7.4
2008,2020-07-01,546.0,2869.0,14.4,-999.0,2061.0,8.2
2009,2020-07-02,1107.0,1570.0,5.4,-999.0,1425.0,2.3
2010,2020-07-03,935.0,2503.0,11.6,1759.0,1764.0,0.2
2011,2020-07-04,821.0,2639.0,13.2,1435.0,2966.0,12.3
2012,2020-07-05,1182.0,1881.0,7.6,1217.0,2081.0,7.0
2013,2020-07-06,649.0,2603.0,9.1,771.0,1052.0,2.7
2014,2020-07-07,915.0,2469.0,10.2,928.0,3175.0,11.4
2015,2020-07-08,911.0,995.0,1.2,627.0,3020.0,12.7
2016,2020-07-09,1135.0,2226.0,8.4,609.0,3200.0,15.2
2017,2020-07-10,1009.0,2629.0,11.3,623.0,2159.0,9.0
2018,2020-07-11,1073.0,2063.0,6.7,838.0,839.0,0.0
2019,2020-07-12,822.0,2385.0,12.0,1445.0,2760.0,9.9
2020,2020-07-13,947.0,2420.0,11.6,1280.0,2185.0,7.3
2021,2020-07-14,952.0,2245.0,9.7,1161.0,1899.0,5.7
2022,2020-07-15,868.0,923.0,0.7,927.0,1015.0,0.9
2023,2020-07-16,598.0,608.0,0.0,673.0,673.0,0.0
2024,2020-07-17,987.0,2309.0,7.9,1156.0,1157.0,0.0
2025,2020-07-18,941.0,2088.0,7.1,1058.0,1097.0,0.8
2026,2020-07-19,847.0,2467.0,11.5,1367.0,1812.0,3.7
2027,2020-07-20,948.0,2235.0,10.7,928.0,2860.0,11.5
2028,2020-07-21,756.0,2537.0,13.0,1166.0,1809.0,6.0
2029,2020-07-22,349.0,2883.0,14.8,1079.0,1232.0,1.9
2030,2020-07-23,397.0,2796.0,14.6,1117.0,1688.0,3.8
2031,2020-07-24,1252.0,2175.0,8.8,567.0,567.0,0.0
2032,2020-07-25,857.0,2272.0,11.3,1326.0,1646.0,2.9
2033,2020-07-26,900.0,1462.0,4.1,1173.0,1683.0,4.3
2034,2020-07-27,717.0,2509.0,12.7,356.0,3077.0,14.4
2035,2020-07-28,997.0,2198.0,11.6,568.0,2274.0,8.3
2036,2020-07-29,429.0,2783.0,14.6,1791.0,2044.0,4.7
2037,2020-07-30,286.0,2736.0,14.4,658.0,2805.0,12.3
2038,2020-07-31,263.0,2707.0,14.7,1230.0,1592.0,4.7
2039,2020-08-01,500.0,2423.0,10.9,702.0,1544.0,6.3
2040,2020-08-02,706.0,846.0,3.5,763.0,768.0,0.1
2041,2020-08-03,1119.0,1253.0,1.9,857.0,858.0,0.0
2042,2020-08-04,841.0,916.0,1.1,541.0,1137.0,0.0
2043,2020-08-05,490.0,2623.0,14.0,-999.0,3154.0,14.4
2044,2020-08-06,297.0,2612.0,14.4,-999.0,3022.0,14.6
2045,2020-08-07,435.0,2529.0,13.9,-999.0,2698.0,12.5
2046,2020-08-08,431.0,2547.0,14.1,-999.0,2531.0,9.4
2047,2020-08-09,692.0,2199.0,11.4,-999.0,2318.0,10.6
2048,2020-08-10,754.0,2208.0,10.9,-999.0,2731.0,11.3
2049,2020-08-11,714.0,1833.0,8.8,-999.0,1619.0,4.7
2050,2020-08-12,499.0,2404.0,13.3,-999.0,1437.0,7.2
2051,2020-08-13,516.0,1007.0,5.2,-999.0,1444.0,2.9
2052,2020-08-14,1125.0,1637.0,4.2,-999.0,737.0,0.0
2053,2020-08-15,1018.0,1913.0,6.4,-999.0,1593.0,3.2
2054,2020-08-16,779.0,2197.0,11.3,-999.0,1579.0,6.2
2055,2020-08-17,860.0,1183.0,3.2,-999.0,809.0,0.7
2056,2020-08-18,760.0,1700.0,6.5,-999.0,1275.0,1.9
2057,2020-08-19,494.0,2082.0,11.5,-999.0,2143.0,6.3
2058,2020-08-20,675.0,1871.0,8.0,-999.0,1937.0,7.8
2059,2020-08-21,335.0,2228.0,11.7,-999.0,2705.0,13.3
2060,2020-08-22,557.0,990.0,4.5,-999.0,664.0,1.0
2061,2020-08-23,793.0,1534.0,6.3,-999.0,959.0,0.5
2062,2020-08-24,933.0,1396.0,6.0,-999.0,1230.0,1.0
2063,2020-08-25,937.0,1809.0,8.8,-999.0,2162.0,9.8
2064,2020-08-26,771.0,1770.0,7.5,-999.0,2539.0,12.1
2065,2020-08-27,815.0,1607.0,8.6,-999.0,2082.0,10.1
2066,2020-08-28,585.0,1253.0,4.7,-999.0,1404.0,6.4
2067,2020-08-29,777.0,847.0,0.8,-999.0,553.0,0.0
2068,2020-08-30,284.0,291.0,0.0,-999.0,774.0,0.2
2069,2020-08-31,815.0,872.0,0.9,-999.0,906.0,0.0
2070,2020-09-01,631.0,726.0,1.3,-999.0,1144.0,0.2
2071,2020-09-02,710.0,1775.0,7.2,-999.0,1273.0,2.0
2072,2020-09-03,856.0,1720.0,8.8,-999.0,1969.0,6.1
2073,2020-09-04,668.0,1716.0,7.7,-999.0,2363.0,12.7
2074,2020-09-05,753.0,1354.0,6.4,-999.0,1828.0,7.6
2075,2020-09-06,1043.0,1459.0,5.7,-999.0,1120.0,2.5
2076,2020-09-07,424.0,1939.0,11.6,-999.0,1321.0,2.2
2077,2020-09-08,301.0,1989.0,12.5,-999.0,2453.0,13.0
2078,2020-09-09,266.0,1970.0,12.5,-999.0,2391.0,12.7
2079,2020-09-10,773.0,979.0,3.7,-999.0,2138.0,11.4
2080,2020-09-11,706.0,1384.0,5.9,-999.0,1607.0,6.2
2081,2020-09-12,642.0,1625.0,10.3,-999.0,2022.0,9.1
2082,2020-09-13,467.0,1766.0,11.6,-999.0,2184.0,12.0
2083,2020-09-14,379.0,1787.0,11.3,-999.0,2167.0,12.2
2084,2020-09-15,328.0,1753.0,11.8,-999.0,2177.0,11.5
2085,2020-09-16,785.0,1319.0,6.2,-999.0,1926.0,9.3
2086,2020-09-17,-999.0,-999.0,4.6,-999.0,728.0,0.9
2087,2020-09-18,401.0,1767.0,11.2,-999.0,2158.0,11.9
2088,2020-09-19,361.0,1721.0,11.5,-999.0,1805.0,8.7
2089,2020-09-20,263.0,1712.0,11.8,-999.0,1352.0,5.6
2090,2020-09-21,388.0,1582.0,11.3,-999.0,1255.0,3.9
2091,2020-09-22,415.0,1474.0,8.7,-999.0,1040.0,2.5
2092,2020-09-23,591.0,1077.0,5.8,-999.0,596.0,0.1
2093,2020-09-24,724.0,996.0,5.8,-999.0,1117.0,3.6
2094,2020-09-25,457.0,466.0,0.1,-999.0,433.0,0.0
2095,2020-09-26,203.0,203.0,0.0,-999.0,611.0,0.0
2096,2020-09-27,592.0,1067.0,5.3,-999.0,2241.0,8.7
2097,2020-09-28,748.0,959.0,3.3,-999.0,785.0,0.0
2098,2020-09-29,426.0,1140.0,6.5,-999.0,819.0,0.0
2099,2020-09-30,575.0,581.0,0.1,-999.0,1485.0,6.6
2100,2020-10-01,605.0,1345.0,8.9,-999.0,1697.0,9.2
2101,2020-10-02,645.0,1010.0,5.0,-999.0,398.0,0.0
2102,2020-10-03,388.0,574.0,3.0,-999.0,726.0,4.0
2103,2020-10-04,425.0,870.0,4.3,-999.0,919.0,3.2
2104,2020-10-05,474.0,839.0,3.3,-999.0,865.0,1.4
2105,2020-10-06,455.0,504.0,1.0,-999.0,819.0,3.9
2106,2020-10-07,568.0,796.0,3.1,-999.0,555.0,0.1
2107,2020-10-08,593.0,613.0,0.3,-999.0,1282.0,6.7
2108,2020-10-09,496.0,503.0,0.2,-999.0,1256.0,8.1
2109,2020-10-10,431.0,456.0,1.0,-999.0,509.0,1.1
2110,2020-10-11,500.0,700.0,3.3,-999.0,763.0,0.0
2111,2020-10-12,418.0,475.0,0.6,-999.0,1094.0,2.4
2112,2020-10-13,499.0,544.0,1.4,-999.0,1043.0,1.6
2113,2020-10-14,228.0,230.0,0.0,-999.0,1608.0,10.8
2114,2020-10-15,279.0,280.0,0.0,-999.0,738.0,0.6
2115,2020-10-16,275.0,275.0,0.0,-999.0,633.0,0.0
2116,2020-10-17,333.0,333.0,0.0,-999.0,1063.0,3.0
2117,2020-10-18,432.0,492.0,1.1,-999.0,-999.0,6.8
2118,2020-10-19,391.0,392.0,0.1,-999.0,1480.0,10.4
2119,2020-10-20,551.0,766.0,4.6,-999.0,1092.0,8.1
2120,2020-10-21,528.0,738.0,3.4,-999.0,1027.0,6.1
2121,2020-10-22,479.0,575.0,2.7,-999.0,742.0,2.6
2122,2020-10-23,-999.0,-999.0,-999.0,541.0,593.0,2.0
2123,2020-10-24,326.0,858.0,6.7,596.0,797.0,3.4
2124,2020-10-25,449.0,894.0,7.6,340.0,1214.0,9.1
2125,2020-10-26,149.0,149.0,0.0,-999.0,-999.0,-999.0
2126,2020-10-27,445.0,620.0,3.5,701.0,1112.0,5.3
2127,2020-10-28,295.0,329.0,0.5,607.0,760.0,2.9
2128,2020-10-29,258.0,364.0,1.0,300.0,314.0,0.0
2129,2020-10-30,241.0,242.0,0.1,612.0,924.0,4.2
2130,2020-10-31,444.0,620.0,3.5,184.0,1201.0,9.6
2131,2020-11-01,186.0,187.0,0.0,281.0,281.0,0.1
2132,2020-11-02,377.0,400.0,1.2,566.0,966.0,6.0
2133,2020-11-03,294.0,294.0,0.0,361.0,361.0,0.0
2134,2020-11-04,328.0,341.0,0.3,568.0,1049.0,5.4
2135,2020-11-05,155.0,860.0,9.1,206.0,1099.0,9.5
2136,2020-11-06,-999.0,-999.0,9.0,152.0,1130.0,9.7
2137,2020-11-07,197.0,825.0,9.1,152.0,1104.0,9.5
2138,2020-11-08,299.0,512.0,4.3,224.0,948.0,7.5
2139,2020-11-09,196.0,777.0,8.0,133.0,1056.0,9.5
2140,2020-11-10,119.0,119.0,0.0,-999.0,-999.0,-999.0
2141,2020-11-11,156.0,156.0,0.0,142.0,1048.0,9.5
2142,2020-11-12,-999.0,-999.0,-999.0,350.0,660.0,3.4
2143,2020-11-13,337.0,378.0,1.7,166.0,983.0,9.1
2144,2020-11-14,311.0,533.0,5.2,139.0,953.0,8.8
2145,2020-11-15,320.0,598.0,8.1,239.0,914.0,9.0
2146,2020-11-16,309.0,362.0,1.3,473.0,690.0,3.2
2147,2020-11-17,340.0,407.0,1.6,242.0,844.0,8.6
2148,2020-11-18,152.0,679.0,8.6,114.0,910.0,9.2
2149,2020-11-19,131.0,148.0,0.4,305.0,368.0,2.1
2150,2020-11-20,336.0,475.0,3.2,494.0,523.0,0.8
2151,2020-11-21,287.0,313.0,1.7,240.0,885.0,9.0
2152,2020-11-22,305.0,380.0,2.5,178.0,794.0,7.1
2153,2020-11-23,142.0,142.0,0.0,468.0,696.0,4.4
2154,2020-11-24,104.0,104.0,0.0,126.0,862.0,8.9
2155,2020-11-25,117.0,117.0,0.0,126.0,860.0,8.8
2156,2020-11-26,144.0,144.0,0.0,120.0,799.0,8.9
2157,2020-11-27,300.0,400.0,3.0,113.0,811.0,8.8
2158,2020-11-28,206.0,519.0,5.5,110.0,809.0,8.8
2159,2020-11-29,225.0,499.0,5.8,117.0,829.0,8.8
2160,2020-11-30,-999.0,-999.0,7.8,112.0,815.0,8.8
2161,2020-12-01,190.0,190.0,0.0,304.0,304.0,0.0
2162,2020-12-02,128.0,128.0,0.0,312.0,315.0,0.0
2163,2020-12-03,126.0,126.0,0.0,131.0,777.0,8.3
2164,2020-12-04,219.0,335.0,2.5,218.0,744.0,6.6
2165,2020-12-05,132.0,132.0,0.0,211.0,227.0,0.0
2166,2020-12-06,119.0,119.0,0.0,250.0,323.0,0.0
2167,2020-12-07,149.0,149.0,0.0,344.0,545.0,2.8
2168,2020-12-08,240.0,337.0,2.4,371.0,410.0,1.1
2169,2020-12-09,66.0,66.0,0.0,343.0,343.0,0.0
2170,2020-12-10,67.0,67.0,0.0,241.0,724.0,8.2
2171,2020-12-11,166.0,166.0,0.0,330.0,527.0,4.2
2172,2020-12-12,146.0,146.0,0.0,405.0,422.0,0.6
2173,2020-12-13,75.0,75.0,0.0,326.0,337.0,0.2
2174,2020-12-14,197.0,204.0,0.5,226.0,589.0,5.4
2175,2020-12-15,213.0,218.0,0.3,264.0,282.0,0.5
2176,2020-12-16,195.0,197.0,0.0,294.0,376.0,2.2
2177,2020-12-17,171.0,182.0,0.4,158.0,687.0,8.4
2178,2020-12-18,214.0,274.0,2.4,124.0,697.0,7.8
2179,2020-12-19,154.0,154.0,0.0,107.0,708.0,8.2
2180,2020-12-20,226.0,242.0,0.9,338.0,396.0,2.6
2181,2020-12-21,153.0,153.0,0.0,318.0,329.0,1.2
2182,2020-12-22,109.0,109.0,0.0,276.0,455.0,3.3
2183,2020-12-23,130.0,133.0,0.1,243.0,270.0,0.6
2184,2020-12-24,122.0,123.0,0.0,326.0,373.0,1.0
2185,2020-12-25,140.0,140.0,0.0,291.0,295.0,0.0
2186,2020-12-26,197.0,211.0,0.9,189.0,776.0,8.4
2187,2020-12-27,249.0,250.0,0.0,399.0,588.0,5.7
2188,2020-12-28,126.0,126.0,0.0,199.0,199.0,0.0
2189,2020-12-29,137.0,154.0,0.7,262.0,675.0,6.9
2190,2020-12-30,247.0,297.0,1.2,246.0,639.0,5.8
2191,2020-12-31,173.0,450.0,5.8,173.0,657.0,6.7
2192,2021-01-01,144.0,144.0,0.0,211.0,663.0,6.3
2193,2021-01-02,119.0,123.0,0.1,335.0,554.0,5.5
2194,2021-01-03,78.0,78.0,0.0,320.0,323.0,0.3
2195,2021-01-04,77.0,77.0,0.0,151.0,741.0,7.5
2196,2021-01-05,107.0,107.0,0.0,127.0,753.0,7.9
2197,2021-01-06,120.0,120.0,0.0,380.0,410.0,1.5
2198,2021-01-07,123.0,139.0,0.6,123.0,792.0,8.6
2199,2021-01-08,143.0,143.0,0.0,497.0,501.0,0.2
2200,2021-01-09,236.0,337.0,2.0,206.0,799.0,8.5
2201,2021-01-10,306.0,492.0,3.5,118.0,831.0,8.6
2202,2021-01-11,266.0,358.0,2.0,119.0,830.0,8.8
2203,2021-01-12,112.0,114.0,0.0,250.0,250.0,0.0
2204,2021-01-13,-999.0,-999.0,2.3,356.0,407.0,1.1
2205,2021-01-14,172.0,172.0,0.0,262.0,262.0,0.0
2206,2021-01-15,321.0,337.0,0.5,187.0,886.0,7.8
2207,2021-01-16,191.0,191.0,0.0,182.0,896.0,8.6
2208,2021-01-17,261.0,261.0,0.0,288.0,288.0,0.0
2209,2021-01-18,214.0,214.0,0.0,409.0,425.0,0.1
2210,2021-01-19,204.0,204.0,0.0,418.0,663.0,5.0
2211,2021-01-20,369.0,543.0,4.2,399.0,769.0,6.9
2212,2021-01-21,312.0,396.0,1.5,302.0,603.0,4.0
2213,2021-01-22,324.0,457.0,3.8,325.0,678.0,5.3
2214,2021-01-23,232.0,233.0,0.0,449.0,476.0,1.1
2215,2021-01-24,172.0,172.0,0.0,462.0,679.0,5.2
2216,2021-01-25,219.0,219.0,0.0,409.0,413.0,0.0
2217,2021-01-26,224.0,224.0,0.0,275.0,275.0,0.0
2218,2021-01-27,387.0,394.0,0.6,328.0,332.0,0.1
2219,2021-01-28,107.0,107.0,0.0,152.0,188.0,0.0
2220,2021-01-29,227.0,246.0,1.0,208.0,-999.0,0.1
2221,2021-01-30,183.0,183.0,0.0,379.0,-999.0,0.0
2222,2021-01-31,413.0,564.0,3.0,577.0,-999.0,1.2
2223,2021-02-01,208.0,223.0,0.0,498.0,504.0,0.0
2224,2021-02-02,233.0,251.0,0.0,338.0,339.0,0.0
2225,2021-02-03,98.0,107.0,0.0,574.0,575.0,0.0
2226,2021-02-04,298.0,698.0,6.3,-999.0,-999.0,-999.0
2227,2021-02-05,239.0,272.0,0.3,371.0,921.0,7.7
2228,2021-02-06,167.0,181.0,0.0,565.0,720.0,3.2
2229,2021-02-07,209.0,223.0,0.0,661.0,710.0,1.5
2230,2021-02-08,261.0,275.0,0.0,602.0,936.0,4.5
2231,2021-02-09,351.0,372.0,0.0,540.0,627.0,2.3
2232,2021-02-10,434.0,464.0,0.0,549.0,550.0,0.0
2233,2021-02-11,472.0,824.0,4.9,-999.0,-999.0,5.7
2234,2021-02-12,-999.0,-999.0,9.6,160.0,1304.0,9.9
2235,2021-02-13,190.0,1211.0,9.6,169.0,1366.0,10.2
2236,2021-02-14,-999.0,-999.0,9.7,188.0,1352.0,10.1
2237,2021-02-15,528.0,646.0,2.5,542.0,869.0,5.6
2238,2021-02-16,457.0,576.0,1.5,465.0,470.0,0.2
2239,2021-02-17,412.0,465.0,0.4,615.0,801.0,7.0
2240,2021-02-18,505.0,910.0,6.9,592.0,1100.0,7.6
2241,2021-02-19,412.0,979.0,6.4,653.0,997.0,5.1
2242,2021-02-20,317.0,1120.0,9.2,250.0,1394.0,10.6
2243,2021-02-21,249.0,1216.0,10.1,152.0,1520.0,10.7
2244,2021-02-22,467.0,948.0,5.0,271.0,1516.0,10.3
2245,2021-02-23,527.0,1022.0,7.6,446.0,1418.0,9.8
2246,2021-02-24,497.0,1103.0,8.6,318.0,1503.0,10.2
2247,2021-02-25,377.0,1221.0,9.3,178.0,1628.0,10.8
2248,2021-02-26,548.0,1013.0,6.5,345.0,1497.0,10.1
2249,2021-02-27,467.0,1081.0,5.7,296.0,1573.0,8.7
2250,2021-02-28,-999.0,-999.0,10.6,171.0,1678.0,11.1
2251,2021-03-01,-999.0,-999.0,10.7,179.0,1686.0,11.2
