,date,03668_FD_STRAHL,03668_FG_STRAHL,03668_SD_STRAHL,05792_FD_STRAHL,05792_FG_STRAHL,05792_SD_STRAHL
2252,2021-03-02,-999.0,-999.0,10.7,175.0,1729.0,11.1
2253,2021-03-03,645.0,725.0,0.3,896.0,943.0,1.5
2254,2021-03-04,581.0,1070.0,6.5,774.0,840.0,1.4
2255,2021-03-05,501.0,681.0,1.8,734.0,734.0,0.0
2256,2021-03-06,205.0,1655.0,11.1,200.0,1885.0,11.4
2257,2021-03-07,192.0,1670.0,11.1,860.0,921.0,0.9
2258,2021-03-08,731.0,847.0,0.6,639.0,1648.0,7.5
2259,2021-03-09,600.0,1122.0,5.5,918.0,1464.0,6.0
2260,2021-03-10,636.0,845.0,2.2,967.0,1104.0,2.6
2261,2021-03-11,295.0,320.0,0.1,750.0,775.0,2.6
2262,2021-03-12,643.0,1042.0,4.3,1090.0,1282.0,3.0
2263,2021-03-13,445.0,509.0,0.4,651.0,1626.0,7.5
2264,2021-03-14,576.0,826.0,1.8,941.0,943.0,0.1
2265,2021-03-15,498.0,624.0,1.2,810.0,810.0,0.0
2266,2021-03-16,573.0,706.0,1.8,694.0,696.0,0.0
2267,2021-03-17,645.0,841.0,1.7,971.0,974.0,0.1
2268,2021-03-18,571.0,1023.0,3.8,1268.0,1619.0,4.8
2269,2021-03-19,665.0,898.0,3.2,1073.0,1435.0,5.8
2270,2021-03-20,578.0,1751.0,8.8,1321.0,1444.0,2.9
2271,2021-03-21,407.0,457.0,0.2,1170.0,1172.0,0.5
2272,2021-03-22,552.0,610.0,0.2,1393.0,1402.0,0.2
2273,2021-03-23,528.0,577.0,0.0,-999.0,1910.0,10.1
2274,2021-03-24,407.0,1872.0,10.5,-999.0,2238.0,12.4
2275,2021-03-25,-999.0,-999.0,9.7,449.0,2169.0,11.3
2276,2021-03-26,649.0,1559.0,6.8,353.0,2226.0,11.0
2277,2021-03-27,584.0,1161.0,3.6,1385.0,1478.0,2.0
2278,2021-03-28,671.0,1555.0,6.2,571.0,2178.0,11.6
2279,2021-03-29,444.0,1976.0,10.8,639.0,2022.0,12.4
2280,2021-03-30,353.0,2061.0,12.3,308.0,2355.0,12.1
2281,2021-03-31,414.0,2065.0,12.0,262.0,2379.0,12.7
2282,2021-04-01,773.0,1813.0,10.9,714.0,1766.0,7.9
2283,2021-04-02,718.0,1136.0,4.9,1129.0,1157.0,1.0
2284,2021-04-03,754.0,1679.0,7.5,959.0,1871.0,8.7
2285,2021-04-04,473.0,2136.0,11.7,257.0,2465.0,12.9
2286,2021-04-05,556.0,629.0,0.5,982.0,1865.0,9.2
2287,2021-04-06,631.0,981.0,2.4,1334.0,1737.0,5.9
2288,2021-04-07,719.0,901.0,1.3,1171.0,1179.0,0.3
2289,2021-04-08,949.0,1236.0,2.9,746.0,2197.0,8.5
2290,2021-04-09,729.0,2156.0,11.6,812.0,2110.0,10.9
2291,2021-04-10,849.0,1109.0,2.7,1102.0,2181.0,8.9
2292,2021-04-11,964.0,1660.0,5.1,1310.0,1902.0,8.5
2293,2021-04-12,579.0,644.0,0.3,1495.0,1505.0,0.4
2294,2021-04-13,756.0,1988.0,8.9,1371.0,1373.0,0.5
2295,2021-04-14,851.0,1675.0,6.2,1846.0,2402.0,6.4
2296,2021-04-15,911.0,1427.0,4.7,1895.0,2090.0,5.0
2297,2021-04-16,863.0,1046.0,2.0,-999.0,-999.0,-999.0
2298,2021-04-17,828.0,1028.0,2.1,-999.0,-999.0,5.4
2299,2021-04-18,846.0,1062.0,1.2,1676.0,1701.0,1.1
2300,2021-04-19,830.0,1067.0,1.6,1628.0,1725.0,2.2
2301,2021-04-20,943.0,2026.0,6.2,1459.0,2144.0,6.2
2302,2021-04-21,822.0,1850.0,6.7,1011.0,2268.0,8.4
2303,2021-04-22,537.0,2563.0,11.6,1156.0,1189.0,0.4
2304,2021-04-23,371.0,2720.0,13.6,-999.0,2901.0,13.9
2305,2021-04-24,568.0,2678.0,13.4,323.0,2964.0,13.9
2306,2021-04-25,361.0,2791.0,13.7,1391.0,1542.0,2.4
2307,2021-04-26,317.0,2826.0,13.6,1479.0,1810.0,4.7
2308,2021-04-27,492.0,2722.0,13.5,769.0,2600.0,11.1
2309,2021-04-28,602.0,2461.0,11.2,926.0,1912.0,6.5
2310,2021-04-29,930.0,1195.0,2.7,-999.0,1768.0,2.7
2311,2021-04-30,825.0,1170.0,3.3,1054.0,2424.0,7.0
2312,2021-05-01,940.0,1083.0,0.8,1421.0,1542.0,4.7
2313,2021-05-02,761.0,1117.0,3.5,1474.0,1479.0,1.1
2314,2021-05-03,962.0,1693.0,4.9,1354.0,2407.0,8.4
2315,2021-05-04,762.0,874.0,1.2,1296.0,2276.0,10.5
2316,2021-05-05,818.0,2089.0,6.8,1237.0,1256.0,0.7
2317,2021-05-06,519.0,614.0,1.2,1066.0,1067.0,0.7
2318,2021-05-07,931.0,1963.0,6.3,1027.0,1030.0,0.2
2319,2021-05-08,1036.0,2612.0,12.2,589.0,2830.0,11.5
2320,2021-05-09,465.0,2826.0,13.0,551.0,3019.0,14.3
2321,2021-05-10,842.0,2428.0,9.7,1125.0,2017.0,7.0
2322,2021-05-11,679.0,800.0,0.8,1302.0,1521.0,3.4
2323,2021-05-12,529.0,590.0,0.0,1120.0,1122.0,0.0
2324,2021-05-13,955.0,1100.0,0.9,1365.0,1371.0,0.2
2325,2021-05-14,904.0,2285.0,8.8,-999.0,2151.0,4.6
2326,2021-05-15,879.0,1536.0,4.6,1289.0,1922.0,4.7
2327,2021-05-16,904.0,1862.0,5.7,1350.0,1528.0,3.6
2328,2021-05-17,982.0,1807.0,5.5,-999.0,1466.0,2.1
2329,2021-05-18,928.0,1846.0,5.6,1788.0,1947.0,1.8
2330,2021-05-19,1047.0,2340.0,9.5,-999.0,-999.0,0.2
2331,2021-05-20,1072.0,1739.0,4.6,-999.0,2184.0,2.7
2332,2021-05-21,947.0,1088.0,0.9,-999.0,-999.0,-999.0
2333,2021-05-22,815.0,2269.0,8.0,-999.0,2297.0,5.7
2334,2021-05-23,1026.0,1655.0,3.9,-999.0,2189.0,4.7
2335,2021-05-24,1109.0,1473.0,2.4,-999.0,1174.0,0.6
2336,2021-05-25,995.0,1912.0,7.1,-999.0,1824.0,4.4
2337,2021-05-26,741.0,829.0,0.1,-999.0,1870.0,4.9
2338,2021-05-27,983.0,1380.0,2.9,-999.0,1423.0,1.2
2339,2021-05-28,1196.0,1497.0,2.3,-999.0,3134.0,12.6
2340,2021-05-29,819.0,2536.0,10.4,-999.0,1494.0,0.5
2341,2021-05-30,557.0,3063.0,14.3,-999.0,2866.0,12.3
2342,2021-05-31,563.0,3306.0,15.1,-999.0,3302.0,15.6
2343,2021-06-01,547.0,3151.0,15.1,-999.0,3093.0,13.3
2344,2021-06-02,536.0,3029.0,13.2,953.0,2812.0,9.5
2345,2021-06-03,578.0,2952.0,13.1,1212.0,2139.0,7.4
2346,2021-06-04,1083.0,1720.0,3.1,1194.0,1380.0,1.3
2347,2021-06-05,1303.0,2213.0,7.2,1251.0,1506.0,2.4
2348,2021-06-06,847.0,1093.0,1.3,1150.0,1315.0,1.3
2349,2021-06-07,1264.0,1707.0,2.8,1497.0,1758.0,3.1
2350,2021-06-08,670.0,1845.0,6.6,1219.0,1308.0,1.5
2351,2021-06-09,930.0,2011.0,5.8,1234.0,1455.0,1.1
2352,2021-06-10,915.0,2389.0,7.6,1090.0,2297.0,6.3
2353,2021-06-11,690.0,2802.0,9.4,1467.0,1660.0,1.6
2354,2021-06-12,1382.0,2495.0,11.0,-999.0,2049.0,7.8
2355,2021-06-13,421.0,3351.0,15.4,1703.0,1903.0,5.0
2356,2021-06-14,343.0,3310.0,15.6,-999.0,3492.0,15.8
2357,2021-06-15,739.0,3111.0,14.7,-999.0,3178.0,12.7
2358,2021-06-16,928.0,2806.0,14.1,-999.0,2965.0,13.9
2359,2021-06-17,450.0,3217.0,15.4,-999.0,2616.0,12.0
2360,2021-06-18,651.0,3077.0,14.7,-999.0,2427.0,9.5
2361,2021-06-19,935.0,2476.0,9.3,-999.0,2701.0,12.7
2362,2021-06-20,885.0,1133.0,2.1,-999.0,1850.0,4.8
2363,2021-06-21,619.0,3020.0,12.8,-999.0,3085.0,10.9
2364,2021-06-22,1110.0,1904.0,5.2,-999.0,2313.0,7.0
2365,2021-06-23,1064.0,2118.0,5.2,-999.0,2619.0,9.1
2366,2021-06-24,1026.0,1791.0,5.4,-999.0,2412.0,8.2
2367,2021-06-25,1162.0,1638.0,3.4,-999.0,1767.0,1.3
2368,2021-06-26,1034.0,2198.0,7.0,-999.0,2543.0,9.6
2369,2021-06-27,1017.0,2888.0,13.7,-999.0,2642.0,10.5
2370,2021-06-28,901.0,2755.0,11.8,-999.0,2768.0,11.1
2371,2021-06-29,830.0,2152.0,5.6,-999.0,2195.0,5.3
2372,2021-06-30,1138.0,1687.0,4.5,-999.0,1086.0,0.4
2373,2021-07-01,735.0,821.0,0.2,925.0,1049.0,0.0
2374,2021-07-02,960.0,1448.0,3.6,1602.0,-999.0,2.6
2375,2021-07-03,860.0,2991.0,13.4,-999.0,2620.0,9.8
2376,2021-07-04,1217.0,1824.0,4.6,1061.0,1231.0,1.5
2377,2021-07-05,1365.0,1738.0,4.6,-999.0,1589.0,4.3
2378,2021-07-06,934.0,2350.0,9.3,-999.0,2796.0,10.4
2379,2021-07-07,873.0,985.0,0.6,1701.0,2110.0,3.6
2380,2021-07-08,820.0,1099.0,2.2,-999.0,1321.0,4.6
2381,2021-07-09,661.0,733.0,0.1,-999.0,1957.0,2.9
2382,2021-07-10,923.0,2397.0,7.4,-999.0,2686.0,10.0
2383,2021-07-11,912.0,1236.0,3.6,-999.0,2103.0,4.3
2384,2021-07-12,955.0,2700.0,10.2,-999.0,3126.0,14.3
2385,2021-07-13,893.0,1602.0,4.6,-999.0,1348.0,2.5
2386,2021-07-14,1042.0,1400.0,3.3,-999.0,1627.0,2.8
2387,2021-07-15,1089.0,1452.0,2.9,957.0,984.0,0.0
2388,2021-07-16,813.0,2552.0,9.9,-999.0,1491.0,3.1
2389,2021-07-17,790.0,934.0,1.1,464.0,484.0,0.0
2390,2021-07-18,678.0,2909.0,13.6,694.0,721.0,0.0
2391,2021-07-19,802.0,2708.0,11.9,-999.0,2242.0,8.0
2392,2021-07-20,913.0,2725.0,11.8,-999.0,1915.0,3.3
2393,2021-07-21,557.0,3023.0,14.8,-999.0,2796.0,10.2
2394,2021-07-22,620.0,2945.0,14.4,-999.0,2597.0,9.5
2395,2021-07-23,810.0,2490.0,12.4,-999.0,2731.0,9.9
2396,2021-07-24,974.0,1611.0,5.7,-999.0,1727.0,4.8
2397,2021-07-25,1261.0,1764.0,5.2,-999.0,1328.0,4.2
2398,2021-07-26,981.0,1447.0,4.3,-999.0,1868.0,4.8
2399,2021-07-27,1155.0,2076.0,8.9,789.0,1399.0,5.3
2400,2021-07-28,856.0,1318.0,3.5,-999.0,987.0,1.4
2401,2021-07-29,830.0,2578.0,12.4,-999.0,3156.0,14.7
2402,2021-07-30,623.0,2756.0,12.4,-999.0,1842.0,4.9
2403,2021-07-31,718.0,2674.0,11.5,-999.0,1732.0,3.0
2404,2021-08-01,991.0,1306.0,2.5,-999.0,907.0,0.0
2405,2021-08-02,990.0,1730.0,4.7,-999.0,1514.0,3.0
2406,2021-08-03,1030.0,1844.0,8.3,-999.0,1206.0,2.3
2407,2021-08-04,997.0,1227.0,1.3,-999.0,604.0,0.0
2408,2021-08-05,917.0,1762.0,5.4,-999.0,1134.0,1.0
2409,2021-08-06,867.0,1528.0,6.2,-999.0,2265.0,8.4
2410,2021-08-07,619.0,1206.0,5.0,-999.0,1962.0,6.6
2411,2021-08-08,934.0,2220.0,9.5,-999.0,1972.0,2.9
2412,2021-08-09,605.0,2594.0,12.2,-999.0,2502.0,8.8
2413,2021-08-10,991.0,2194.0,9.9,-999.0,2453.0,10.8
2414,2021-08-11,1034.0,1975.0,7.3,-999.0,2072.0,7.7
2415,2021-08-12,979.0,2310.0,13.2,-999.0,2522.0,10.9
2416,2021-08-13,936.0,2014.0,9.0,-999.0,2334.0,9.1
2417,2021-08-14,377.0,2590.0,13.7,-999.0,2018.0,6.7
2418,2021-08-15,587.0,2160.0,10.5,-999.0,2324.0,10.5
2419,2021-08-16,881.0,2055.0,6.0,-999.0,940.0,2.0
2420,2021-08-17,863.0,1105.0,1.2,-999.0,1763.0,3.0
2421,2021-08-18,743.0,838.0,0.2,-999.0,1506.0,1.3
2422,2021-08-19,827.0,938.0,0.2,-999.0,2672.0,12.8
2423,2021-08-20,735.0,1499.0,5.7,-999.0,2315.0,8.2
2424,2021-08-21,831.0,2117.0,9.9,-999.0,2175.0,9.5
2425,2021-08-22,725.0,829.0,0.4,-999.0,653.0,0.6
2426,2021-08-23,594.0,664.0,0.0,-999.0,1195.0,1.5
2427,2021-08-24,926.0,1201.0,2.2,-999.0,1051.0,0.2
2428,2021-08-25,469.0,2387.0,11.2,-999.0,2626.0,12.7
2429,2021-08-26,611.0,1515.0,4.9,-999.0,1169.0,4.1
2430,2021-08-27,858.0,1132.0,1.5,-999.0,844.0,0.1
2431,2021-08-28,789.0,1478.0,3.8,-999.0,818.0,0.0
2432,2021-08-29,822.0,965.0,0.6,-999.0,1107.0,0.5
2433,2021-08-30,760.0,1164.0,2.8,-999.0,717.0,0.0
2434,2021-08-31,813.0,1038.0,1.5,-999.0,1385.0,0.4
2435,2021-09-01,605.0,1839.0,7.6,267.0,2548.0,13.2
2436,2021-09-02,-999.0,-999.0,12.5,115.0,2544.0,13.3
2437,2021-09-03,282.0,2248.0,12.8,412.0,-999.0,11.4
2438,2021-09-04,416.0,2127.0,12.0,712.0,2164.0,9.1
2439,2021-09-05,444.0,2171.0,11.7,400.0,2335.0,11.8
2440,2021-09-06,418.0,2117.0,11.7,-999.0,1927.0,8.1
2441,2021-09-07,845.0,1734.0,7.5,-999.0,2002.0,8.9
2442,2021-09-08,350.0,2093.0,12.3,-999.0,1755.0,7.8
2443,2021-09-09,517.0,1900.0,10.5,-999.0,-999.0,5.9
2444,2021-09-10,502.0,1835.0,9.6,771.0,1367.0,5.3
2445,2021-09-11,749.0,1110.0,3.8,1110.0,1255.0,2.2
2446,2021-09-12,467.0,1498.0,6.9,641.0,1622.0,7.9
2447,2021-09-13,503.0,1907.0,10.9,617.0,1738.0,6.7
2448,2021-09-14,524.0,1887.0,10.8,492.0,1927.0,10.0
2449,2021-09-15,565.0,653.0,0.5,819.0,928.0,1.2
2450,2021-09-16,359.0,394.0,0.0,622.0,664.0,0.1
2451,2021-09-17,842.0,1113.0,2.5,482.0,2034.0,9.0
2452,2021-09-18,729.0,1558.0,8.5,460.0,2056.0,10.2
2453,2021-09-19,790.0,1023.0,3.5,674.0,1357.0,5.8
2454,2021-09-20,704.0,996.0,1.9,1140.0,1594.0,3.9
2455,2021-09-21,-999.0,-999.0,3.2,172.0,2129.0,12.0
2456,2021-09-22,806.0,1200.0,5.0,695.0,1702.0,10.1
2457,2021-09-23,318.0,1764.0,11.3,145.0,2077.0,11.9
2458,2021-09-24,642.0,824.0,2.4,127.0,1995.0,11.8
2459,2021-09-25,249.0,1685.0,10.6,188.0,1939.0,11.6
2460,2021-09-26,564.0,1195.0,5.5,715.0,1212.0,5.1
2461,2021-09-27,551.0,951.0,4.2,730.0,1406.0,4.9
2462,2021-09-28,661.0,1274.0,5.8,650.0,1608.0,7.7
2463,2021-09-29,499.0,1117.0,4.4,749.0,815.0,0.4
2464,2021-09-30,462.0,1482.0,8.8,-999.0,1965.0,11.1
2465,2021-10-01,376.0,1515.0,11.0,152.0,1825.0,11.5
2466,2021-10-02,483.0,1379.0,8.6,693.0,1380.0,5.5
2467,2021-10-03,648.0,1032.0,4.8,576.0,1436.0,8.3
2468,2021-10-04,277.0,302.0,0.0,805.0,853.0,0.1
2469,2021-10-05,294.0,320.0,0.2,547.0,880.0,2.1
2470,2021-10-06,566.0,754.0,2.1,-999.0,1022.0,1.4
2471,2021-10-07,554.0,832.0,3.0,723.0,991.0,0.9
2472,2021-10-08,482.0,855.0,4.3,-999.0,1596.0,10.2
2473,2021-10-09,221.0,1445.0,10.7,135.0,1740.0,11.3
2474,2021-10-10,205.0,1424.0,10.6,121.0,1697.0,11.2
2475,2021-10-11,486.0,1032.0,6.3,270.0,1560.0,10.5
2476,2021-10-12,432.0,520.0,0.8,521.0,545.0,0.0
2477,2021-10-13,463.0,839.0,4.0,758.0,832.0,0.1
2478,2021-10-14,273.0,297.0,0.0,794.0,857.0,0.6
2479,2021-10-15,524.0,1081.0,7.1,443.0,1389.0,8.1
2480,2021-10-16,341.0,1132.0,6.6,139.0,1545.0,10.7
2481,2021-10-17,524.0,589.0,0.5,120.0,1522.0,10.7
2482,2021-10-18,401.0,697.0,4.1,-999.0,1452.0,9.7
2483,2021-10-19,251.0,272.0,0.0,496.0,529.0,0.2
2484,2021-10-20,411.0,875.0,6.8,353.0,1140.0,8.1
2485,2021-10-21,393.0,705.0,3.9,461.0,631.0,0.8
2486,2021-10-22,283.0,1032.0,7.3,-999.0,1395.0,6.8
2487,2021-10-23,-999.0,-999.0,-999.0,-999.0,1401.0,10.5
2488,2021-10-24,149.0,1179.0,10.0,-999.0,1385.0,10.4
2489,2021-10-25,462.0,863.0,6.8,484.0,512.0,0.1
2490,2021-10-26,397.0,512.0,1.6,-999.0,-999.0,-999.0
2491,2021-10-27,477.0,728.0,4.0,-999.0,1282.0,10.3
2492,2021-10-28,322.0,347.0,0.0,100.0,1286.0,10.1
2493,2021-10-29,361.0,539.0,2.7,284.0,1053.0,7.7
2494,2021-10-30,343.0,635.0,3.9,358.0,801.0,5.6
2495,2021-10-31,236.0,925.0,9.2,138.0,1153.0,9.4
2496,2021-11-01,148.0,162.0,0.0,371.0,404.0,1.0
2497,2021-11-02,334.0,514.0,2.2,475.0,886.0,5.3
2498,2021-11-03,343.0,420.0,1.6,458.0,541.0,1.6
2499,2021-11-04,206.0,220.0,0.0,490.0,574.0,0.4
2500,2021-11-05,198.0,213.0,0.0,667.0,769.0,1.3
2501,2021-11-06,374.0,471.0,2.1,98.0,1142.0,9.7
2502,2021-11-07,225.0,252.0,0.8,199.0,1050.0,9.5
2503,2021-11-08,365.0,405.0,0.4,147.0,1096.0,9.1
2504,2021-11-09,193.0,834.0,9.1,124.0,1051.0,8.6
2505,2021-11-10,336.0,539.0,4.4,-999.0,-999.0,-999.0
2506,2021-11-11,340.0,581.0,4.2,169.0,953.0,9.2
2507,2021-11-12,146.0,158.0,0.0,92.0,959.0,9.4
2508,2021-11-13,-999.0,-999.0,-999.0,432.0,598.0,2.0
2509,2021-11-14,270.0,297.0,0.2,670.0,757.0,1.3
2510,2021-11-15,203.0,219.0,0.1,307.0,628.0,5.1
2511,2021-11-16,156.0,169.0,0.0,415.0,602.0,4.2
2512,2021-11-17,70.0,76.0,0.0,378.0,629.0,3.1
2513,2021-11-18,171.0,185.0,0.0,433.0,728.0,8.0
2514,2021-11-19,231.0,250.0,0.0,383.0,615.0,5.6
2515,2021-11-20,163.0,176.0,0.0,60.0,882.0,9.1
2516,2021-11-21,84.0,92.0,0.0,76.0,864.0,8.6
2517,2021-11-22,193.0,222.0,0.5,336.0,350.0,0.0
2518,2021-11-23,-999.0,-999.0,8.5,96.0,898.0,9.0
2519,2021-11-24,150.0,615.0,6.8,82.0,840.0,9.0
2520,2021-11-25,58.0,60.0,0.0,360.0,561.0,6.1
2521,2021-11-26,154.0,164.0,0.0,287.0,321.0,0.0
2522,2021-11-27,226.0,271.0,0.7,390.0,557.0,1.8
2523,2021-11-28,131.0,138.0,0.0,294.0,497.0,1.1
2524,2021-11-29,243.0,272.0,0.3,132.0,297.0,0.0
2525,2021-11-30,53.0,56.0,0.0,181.0,187.0,0.0
2526,2021-12-01,121.0,129.0,0.0,-999.0,737.0,-999.0
2527,2021-12-02,144.0,155.0,0.0,-999.0,396.0,-999.0
2528,2021-12-03,215.0,247.0,0.6,-999.0,770.0,-999.0
2529,2021-12-04,179.0,194.0,0.0,244.0,244.0,0.0
2530,2021-12-05,221.0,312.0,2.0,330.0,331.0,0.0
2531,2021-12-06,238.0,303.0,1.1,503.0,607.0,2.2
2532,2021-12-07,192.0,210.0,0.1,285.0,485.0,3.5
2533,2021-12-08,106.0,113.0,0.0,231.0,232.0,0.0
2534,2021-12-09,171.0,182.0,0.0,240.0,240.0,0.0
2535,2021-12-10,224.0,333.0,2.5,305.0,307.0,0.3
2536,2021-12-11,135.0,143.0,0.0,273.0,273.0,0.0
2537,2021-12-12,263.0,329.0,2.1,263.0,645.0,5.0
2538,2021-12-13,136.0,146.0,0.0,362.0,390.0,0.3
2539,2021-12-14,104.0,112.0,0.0,-999.0,-999.0,5.7
2540,2021-12-15,112.0,122.0,0.0,251.0,616.0,7.4
2541,2021-12-16,158.0,169.0,0.0,117.0,714.0,8.5
2542,2021-12-17,95.0,101.0,0.0,111.0,715.0,8.4
2543,2021-12-18,72.0,77.0,0.0,107.0,689.0,8.4
2544,2021-12-19,55.0,59.0,0.0,124.0,679.0,8.4
2545,2021-12-20,111.0,533.0,7.4,114.0,732.0,8.4
2546,2021-12-21,118.0,547.0,7.6,107.0,706.0,8.4
2547,2021-12-22,138.0,534.0,7.1,109.0,710.0,8.4
2548,2021-12-23,178.0,192.0,0.0,311.0,545.0,5.7
2549,2021-12-24,56.0,60.0,0.0,225.0,239.0,0.4
2550,2021-12-25,90.0,94.0,0.0,354.0,363.0,0.4
2551,2021-12-26,118.0,125.0,0.0,318.0,318.0,0.0
2552,2021-12-27,116.0,124.0,0.0,278.0,628.0,5.6
2553,2021-12-28,99.0,104.0,0.0,239.0,243.0,0.0
2554,2021-12-29,137.0,146.0,0.0,262.0,371.0,0.7
2555,2021-12-30,101.0,110.0,0.0,245.0,245.0,0.0
2556,2021-12-31,132.0,429.0,4.6,116.0,731.0,8.5
2557,2022-01-01,184.0,196.0,0.1,128.0,698.0,8.1
2558,2022-01-02,196.0,233.0,1.1,299.0,480.0,4.7
2559,2022-01-03,152.0,164.0,0.0,233.0,234.0,0.0
2560,2022-01-04,89.0,97.0,0.0,218.0,231.0,0.6
2561,2022-01-05,155.0,227.0,1.0,261.0,261.0,0.3
2562,2022-01-06,165.0,222.0,1.4,349.0,369.0,0.2
2563,2022-01-07,195.0,204.0,0.0,407.0,515.0,4.0
2564,2022-01-08,225.0,262.0,0.9,367.0,427.0,1.8
2565,2022-01-09,147.0,160.0,0.0,343.0,348.0,0.2
2566,2022-01-10,223.0,240.0,0.0,-999.0,-999.0,0.0
2567,2022-01-11,218.0,234.0,0.0,149.0,850.0,8.8
2568,2022-01-12,291.0,376.0,1.5,136.0,807.0,8.8
2569,2022-01-13,295.0,348.0,1.0,138.0,804.0,8.8
2570,2022-01-14,135.0,598.0,8.1,113.0,806.0,8.9
2571,2022-01-15,259.0,292.0,0.5,111.0,819.0,8.9
2572,2022-01-16,70.0,75.0,0.0,130.0,816.0,7.6
2573,2022-01-17,143.0,153.0,0.0,341.0,803.0,5.8
2574,2022-01-18,259.0,360.0,1.6,130.0,886.0,9.0
2575,2022-01-19,197.0,288.0,2.5,123.0,881.0,9.0
2576,2022-01-20,230.0,337.0,1.8,381.0,382.0,0.0
2577,2022-01-21,325.0,387.0,1.6,557.0,734.0,3.1
2578,2022-01-22,85.0,92.0,0.0,323.0,325.0,0.0
2579,2022-01-23,249.0,265.0,0.0,-999.0,-999.0,8.8
2580,2022-01-24,115.0,121.0,0.0,129.0,939.0,9.2
2581,2022-01-25,96.0,96.0,0.0,128.0,960.0,9.3
2582,2022-01-26,76.0,82.0,0.0,132.0,974.0,9.3
2583,2022-01-27,107.0,115.0,0.0,290.0,904.0,8.7
2584,2022-01-28,266.0,298.0,0.6,325.0,326.0,0.0
2585,2022-01-29,106.0,115.0,0.0,331.0,598.0,3.8
2586,2022-01-30,329.0,407.0,2.0,383.0,1075.0,6.4
2587,2022-01-31,151.0,161.0,0.0,267.0,268.0,0.0
2588,2022-02-01,227.0,245.0,0.0,323.0,323.0,0.0
2589,2022-02-02,353.0,571.0,2.8,156.0,159.0,0.0
2590,2022-02-03,221.0,236.0,0.0,512.0,917.0,5.5
2591,2022-02-04,245.0,269.0,0.3,387.0,963.0,7.6
2592,2022-02-05,365.0,537.0,2.7,279.0,1179.0,8.5
2593,2022-02-06,194.0,208.0,0.0,472.0,750.0,3.6
2594,2022-02-07,292.0,478.0,2.9,287.0,287.0,0.0
2595,2022-02-08,167.0,178.0,0.0,520.0,740.0,3.4
2596,2022-02-09,299.0,536.0,3.7,145.0,1210.0,9.7
2597,2022-02-10,262.0,529.0,4.0,280.0,1184.0,9.3
2598,2022-02-11,319.0,461.0,2.2,542.0,849.0,3.4
2599,2022-02-12,203.0,1027.0,9.0,162.0,1337.0,9.8
2600,2022-02-13,195.0,1027.0,9.6,165.0,1341.0,10.2
2601,2022-02-14,428.0,588.0,2.3,350.0,1274.0,8.5
2602,2022-02-15,365.0,454.0,1.2,449.0,449.0,0.0
2603,2022-02-16,236.0,252.0,0.0,529.0,536.0,0.6
2604,2022-02-17,365.0,702.0,3.7,361.0,519.0,0.4
2605,2022-02-18,332.0,370.0,0.4,590.0,638.0,0.8
2606,2022-02-19,370.0,991.0,5.7,849.0,999.0,2.6
2607,2022-02-20,279.0,302.0,0.0,712.0,1027.0,2.6
2608,2022-02-21,448.0,663.0,2.3,540.0,574.0,0.6
2609,2022-02-22,472.0,569.0,1.9,742.0,816.0,2.1
2610,2022-02-23,293.0,1238.0,8.9,406.0,1434.0,7.3
2611,2022-02-24,448.0,858.0,4.8,674.0,1174.0,8.0
2612,2022-02-25,458.0,899.0,5.0,706.0,1154.0,3.7
2613,2022-02-26,531.0,629.0,1.0,513.0,1406.0,7.4
2614,2022-02-27,227.0,1387.0,10.3,219.0,1686.0,11.0
2615,2022-02-28,203.0,1369.0,10.6,364.0,1567.0,10.5
2616,2022-03-01,239.0,1419.0,10.3,195.0,1693.0,11.0
2617,2022-03-02,648.0,762.0,1.1,608.0,1429.0,6.9
2618,2022-03-03,213.0,1458.0,10.5,243.0,1670.0,9.3
2619,2022-03-04,344.0,1360.0,9.0,328.0,1777.0,10.9
2620,2022-03-05,556.0,869.0,1.9,188.0,1820.0,11.3
2621,2022-03-06,479.0,660.0,2.7,425.0,1711.0,11.3
2622,2022-03-07,387.0,1576.0,10.5,192.0,1841.0,11.5
2623,2022-03-08,211.0,1613.0,11.0,356.0,1746.0,10.0
2624,2022-03-09,210.0,1616.0,11.2,184.0,1865.0,11.6
2625,2022-03-10,213.0,1645.0,11.2,184.0,1880.0,11.6
2626,2022-03-11,215.0,1721.0,11.1,202.0,1917.0,10.7
2627,2022-03-12,327.0,1607.0,10.7,348.0,1862.0,10.3
2628,2022-03-13,253.0,1706.0,11.4,209.0,1928.0,11.6
2629,2022-03-14,545.0,796.0,2.4,239.0,1972.0,11.0
2630,2022-03-15,388.0,422.0,0.0,377.0,377.0,0.0
2631,2022-03-16,763.0,1374.0,6.8,934.0,1260.0,3.3
2632,2022-03-17,456.0,494.0,0.0,815.0,845.0,1.3
2633,2022-03-18,895.0,1269.0,5.9,1086.0,1726.0,9.1
2634,2022-03-19,503.0,1180.0,5.7,413.0,1954.0,8.9
2635,2022-03-20,449.0,1765.0,11.2,302.0,1856.0,10.2
2636,2022-03-21,469.0,1874.0,11.2,591.0,2019.0,11.0
2637,2022-03-22,232.0,1979.0,12.0,200.0,2210.0,12.3
2638,2022-03-23,256.0,1952.0,11.9,200.0,2228.0,12.4
2639,2022-03-24,342.0,1938.0,11.7,203.0,2249.0,12.3
2640,2022-03-25,462.0,1887.0,11.5,372.0,1628.0,8.1
