STATIONS_ID;MESS_DATUM;QN_592;ATMO_STRAHL;FD_STRAHL;FG_STRAHL;SD_STRAHL;eor
       3668;20090101;    1;     -999;   105.00;   105.00;    0.0;eor
       3668;20090102;    1;     -999;   213.00;   232.00;    0.6;eor
       3668;20090103;    1;     -999;   156.00;   519.00;    7.5;eor
       3668;20090104;    1;     -999;   189.00;   189.00;    0.0;eor
       3668;20090105;    1;     -999;   275.00;   275.00;    0.0;eor
       3668;20090106;    1;     -999;   310.00;   356.00;    1.4;eor
       3668;20090107;    1;     -999;   310.00;   359.00;    1.5;eor
       3668;20090108;    1;     -999;   180.00;   582.00;    7.7;eor
       3668;20090109;    1;     -999;   178.00;   586.00;    7.7;eor
       3668;20090110;    1;     -999;   182.00;   524.00;    7.5;eor
       3668;20090111;    1;     -999;   250.00;   498.00;    6.5;eor
       3668;20090112;    1;     -999;   212.00;   584.00;    7.1;eor
       3668;20090113;    1;     -999;   212.00;   592.00;    7.4;eor
       3668;20090114;    1;     -999;   324.00;   338.00;    0.6;eor
       3668;20090115;    1;     -999;   319.00;   347.00;    0.8;eor
       3668;20090116;    1;     -999;   357.00;   447.00;    3.5;eor
       3668;20090117;    1;     -999;   260.00;   267.00;    0.3;eor
       3668;20090118;    1;     -999;   194.00;   197.00;    0.1;eor
       3668;20090119;    1;     -999;   136.00;   136.00;    0.0;eor
       3668;20090120;    1;     -999;   124.00;   124.00;    0.0;eor
       3668;20090121;    1;     -999;   137.00;   137.00;    0.0;eor
       3668;20090122;    1;     -999;   164.00;   164.00;    0.0;eor
       3668;20090123;    1;     -999;    91.00;    93.00;    0.1;eor
       3668;20090124;    1;     -999;   186.00;   617.00;    6.6;eor
       3668;20090125;    1;     -999;   236.00;   498.00;    4.5;eor
       3668;20090126;    1;     -999;   285.00;   574.00;    6.1;eor
       3668;20090127;    1;     -999;   177.00;   177.00;    0.0;eor
       3668;20090128;    1;     -999;   221.00;   221.00;    0.0;eor
       3668;20090129;    1;     -999;   291.00;   421.00;    2.9;eor
       3668;20090130;    1;     -999;   402.00;   552.00;    3.3;eor
       3668;20090131;    1;     -999;   296.00;   632.00;    4.0;eor
       3668;20090201;    1;     -999;   319.00;   456.00;    1.9;eor
       3668;20090202;    1;     -999;   294.00;   322.00;    0.9;eor
       3668;20090203;    1;     -999;   297.00;   731.00;    7.0;eor
       3668;20090204;    1;     -999;   374.00;   387.00;    0.4;eor
       3668;20090205;    1;     -999;   436.00;   529.00;    2.2;eor
       3668;20090206;    1;     -999;   340.00;   609.00;    4.8;eor
       3668;20090207;    1;     -999;   134.00;   134.00;    0.0;eor
       3668;20090208;    1;     -999;   243.00;   243.00;    0.0;eor
       3668;20090209;    1;     -999;   354.00;   406.00;    1.2;eor
       3668;20090210;    1;     -999;   186.00;   200.00;    0.7;eor
       3668;20090211;    1;     -999;   389.00;   518.00;    2.2;eor
       3668;20090212;    1;     -999;   518.00;   776.00;    4.3;eor
       3668;20090213;    1;     -999;   433.00;   467.00;    0.5;eor
       3668;20090214;    1;     -999;   368.00;   903.00;    6.0;eor
       3668;20090215;    1;     -999;   598.00;   750.00;    3.3;eor
       3668;20090216;    1;     -999;   257.00;   257.00;    0.0;eor
       3668;20090217;    1;     -999;   398.00;   511.00;    2.2;eor
       3668;20090218;    1;     -999;   438.00;   994.00;    5.9;eor
       3668;20090219;    1;     -999;   495.00;   925.00;    5.2;eor
       3668;20090220;    1;     -999;   228.00;   228.00;    0.0;eor
       3668;20090221;    1;     -999;   438.00;   548.00;    1.3;eor
       3668;20090222;    1;     -999;   189.00;   190.00;    0.0;eor
       3668;20090223;    1;     -999;   292.00;   292.00;    0.0;eor
       3668;20090224;    1;     -999;   364.00;   364.00;    0.0;eor
       3668;20090225;    1;     -999;   463.00;  1116.00;    7.9;eor
       3668;20090226;    1;     -999;   202.00;   202.00;    0.0;eor
       3668;20090227;    1;     -999;   219.00;   219.00;    0.0;eor
       3668;20090228;    1;     -999;   415.00;   419.00;    0.0;eor
       3668;20090301;    1;     -999;   369.00;   369.00;    0.0;eor
