STATIONS_ID;MESS_DATUM;QN_592;ATMO_STRAHL;FD_STRAHL;FG_STRAHL;SD_STRAHL;eor
       5856;19970103;    1;     -999;     -999;     -999;-999;eor
       5856;19970104;    1;     -999;     -999;     -999;-999;eor
       5856;19970105;    1;     -999;     -999;     -999;-999;eor
       5856;19970106;    1;     -999;     -999;     -999;-999;eor
       5856;19970107;    1;     -999;     -999;     -999;-999;eor
       5856;19970108;    1;     -999;     -999;     -999;-999;eor
       5856;19970109;    1;     -999;     -999;     -999;-999;eor
       5856;19970110;    1;     -999;     -999;     -999;-999;eor
       5856;19970111;    1;     -999;     -999;     -999;-999;eor
       5856;19970112;    1;     -999;     -999;     -999;-999;eor
       5856;19970113;    1;     -999;     -999;     -999;-999;eor
       5856;19970114;    1;     -999;     -999;     -999;-999;eor
       5856;19970115;    1;     -999;     -999;     -999;-999;eor
       5856;19970116;    1;     -999;     -999;     -999;-999;eor
       5856;19970117;    1;     -999;     -999;     -999;-999;eor
       5856;19970118;    1;     -999;     -999;     -999;-999;eor
       5856;19970119;    1;     -999;     -999;     -999;-999;eor
       5856;19970120;    1;     -999;     -999;     -999;-999;eor
       5856;19970121;    1;     -999;     -999;     -999;-999;eor
       5856;19970122;    1;     -999;     -999;     -999;-999;eor
       5856;19970123;    1;     -999;     -999;     -999;-999;eor
       5856;19970124;    1;     -999;     -999;     -999;-999;eor
       5856;19970125;    1;     -999;     -999;     -999;-999;eor
       5856;19970126;    1;     -999;     -999;     -999;-999;eor
       5856;19970127;    1;     -999;     -999;     -999;-999;eor
       5856;19970128;    1;     -999;     -999;     -999;-999;eor
       5856;19970129;    1;     -999;     -999;     -999;-999;eor
       5856;19970130;    1;     -999;     -999;     -999;-999;eor
       5856;19970131;    1;     -999;     -999;     -999;-999;eor
       5856;19970201;    1;     -999;     -999;     -999;-999;eor
       5856;19970202;    1;     -999;     -999;     -999;-999;eor
       5856;19970203;    1;     -999;     -999;     -999;-999;eor
       5856;19970204;    1;     -999;     -999;     -999;-999;eor
       5856;19970205;    1;     -999;     -999;     -999;-999;eor
       5856;19970206;    1;     -999;     -999;     -999;-999;eor
       5856;19970207;    1;     -999;     -999;     -999;-999;eor
       5856;19970208;    1;     -999;     -999;     -999;-999;eor
       5856;19970209;    1;     -999;     -999;     -999;-999;eor
       5856;19970210;    1;     -999;     -999;     -999;-999;eor
       5856;19970211;    1;     -999;     -999;     -999;-999;eor
       5856;19970212;    1;     -999;     -999;     -999;-999;eor
       5856;19970213;    1;     -999;     -999;     -999;-999;eor
       5856;19970214;    1;     -999;     -999;     -999;-999;eor
       5856;19970215;    1;     -999;     -999;     -999;-999;eor
       5856;19970216;    1;     -999;     -999;     -999;-999;eor
       5856;19970217;    1;     -999;     -999;     -999;-999;eor
       5856;19970218;    1;     -999;     -999;     -999;-999;eor
       5856;19970219;    1;     -999;     -999;     -999;-999;eor
       5856;19970220;    1;     -999;     -999;     -999;-999;eor
       5856;19970221;    1;     -999;     -999;     -999;-999;eor
       5856;19970222;    1;     -999;     -999;     -999;-999;eor
       5856;19970223;    1;     -999;     -999;     -999;-999;eor
       5856;19970224;    1;     -999;     -999;     -999;-999;eor
       5856;19970225;    1;     -999;     -999;     -999;-999;eor
       5856;19970226;    1;     -999;     -999;     -999;-999;eor
       5856;19970227;    1;     -999;     -999;     -999;-999;eor
       5856;19970228;    1;     -999;     -999;     -999;-999;eor
       5856;19970301;    1;     -999;     -999;     -999;-999;eor
       5856;19970302;    1;     -999;     -999;     -999;-999;eor
       5856;19970303;    1;     -999;     -999;     -999;-999;eor
       5856;19970304;    1;     -999;     -999;     -999;-999;eor
       5856;19970305;    1;     -999;     -999;     -999;-999;eor
       5856;19970306;    1;     -999;     -999;     -999;-999;eor
       5856;19970307;    1;     -999;     -999;     -999;-999;eor
       5856;19970308;    1;     -999;     -999;     -999;-999;eor
       5856;19970309;    1;     -999;     -999;     -999;-999;eor
       5856;19970310;    1;     -999;     -999;     -999;-999;eor
       5856;19970311;    1;     -999;     -999;     -999;-999;eor
       5856;19970312;    1;     -999;     -999;     -999;-999;eor
       5856;19970313;    1;     -999;     -999;     -999;-999;eor
       5856;19970314;    1;     -999;     -999;     -999;-999;eor
       5856;19970315;    1;     -999;     -999;     -999;-999;eor
       5856;19970316;    1;     -999;     -999;     -999;-999;eor
       5856;19970317;    1;     -999;     -999;     -999;-999;eor
       5856;19970318;    1;     -999;     -999;     -999;-999;eor
       5856;19970319;    1;     -999;     -999;     -999;-999;eor
       5856;19970320;    1;     -999;   314.00;   326.00;    0.0;eor
       5856;19970321;    1;     -999;   400.00;   417.00;    0.0;eor
       5856;19970322;    1;     -999;   703.00;  1259.00;    5.0;eor
       5856;19970323;    1;     -999;   678.00;  1605.00;    8.2;eor
       5856;19970324;    1;     -999;   649.00;   698.00;    0.3;eor
       5856;19970325;    1;     -999;   423.00;   441.00;    0.0;eor
       5856;19970326;    1;     -999;   641.00;   718.00;    0.8;eor
       5856;19970327;    1;     -999;   448.00;   556.00;    2.2;eor
       5856;19970328;    1;     -999;   459.00;   589.00;    1.3;eor
       5856;19970329;    1;     -999;   620.00;   741.00;    1.5;eor
       5856;19970330;    1;     -999;   701.00;   795.00;    0.8;eor
       5856;19970331;    1;     -999;   595.00;   628.00;    0.1;eor
       5856;19970401;    1;     -999;   789.00;  1791.00;    7.9;eor
       5856;19970402;    1;     -999;   556.00;  1890.00;    9.1;eor
       5856;19970403;    1;     -999;   904.00;  1721.00;    8.4;eor
       5856;19970404;    1;     -999;   660.00;  1446.00;    5.1;eor
       5856;19970405;    1;     -999;   442.00;   463.00;    0.1;eor
       5856;19970406;    1;     -999;   749.00;  1266.00;    4.9;eor
       5856;19970407;    1;     -999;   573.00;  2047.00;    9.5;eor
       5856;19970408;    1;     -999;   297.00;  2333.00;   12.8;eor
       5856;19970409;    1;     -999;   624.00;  2031.00;    9.3;eor
       5856;19970410;    1;     -999;   754.00;  1950.00;    9.7;eor
       5856;19970411;    1;     -999;   575.00;  1068.00;    3.9;eor
       5856;19970412;    1;     -999;   843.00;  1146.00;    2.5;eor
       5856;19970413;    1;     -999;   812.00;  1983.00;    8.7;eor
       5856;19970414;    1;     -999;   848.00;  1010.00;    2.8;eor
       5856;19970415;    1;     -999;   705.00;  1355.00;    4.0;eor
       5856;19970416;    1;     -999;   748.00;  1463.00;    6.0;eor
       5856;19970417;    1;     -999;   761.00;  1003.00;    2.7;eor
       5856;19970418;    1;     -999;   908.00;  2233.00;   10.0;eor
       5856;19970419;    1;     -999;   920.00;  1045.00;    1.2;eor
       5856;19970420;    1;     -999;   926.00;  1014.00;    0.6;eor
       5856;19970421;    1;     -999;   946.00;  1724.00;    6.4;eor
       5856;19970422;    1;     -999;  1215.00;  1594.00;    4.9;eor
       5856;19970423;    1;     -999;  1034.00;  1836.00;    7.6;eor
