STATIONS_ID;MESS_DATUM;QN_592;ATMO_STRAHL;FD_STRAHL;FG_STRAHL;SD_STRAHL;eor
       5792;20130101;    1;     -999;     -999;   439.00;    2.6;eor
       5792;20130102;    1;  1962.00;     -999;   641.00;    4.7;eor
       5792;20130103;    1;  2501.00;     -999;   278.00;    0.0;eor
       5792;20130104;    1;  2796.00;     -999;   150.00;    0.0;eor
       5792;20130105;    1;  2717.00;     -999;   128.00;    0.0;eor
       5792;20130106;    1;  2630.00;     -999;   610.00;    2.5;eor
       5792;20130107;    1;  2393.00;     -999;   657.00;    3.4;eor
       5792;20130108;    1;  2546.00;     -999;   640.00;    2.6;eor
       5792;20130109;    1;  2118.00;     -999;   594.00;    4.6;eor
       5792;20130110;    1;  2515.00;     -999;   262.00;    0.0;eor
       5792;20130111;    1;     -999;     -999;   350.00;    0.0;eor
       5792;20130112;    1;  1987.00;     -999;   884.00;    4.7;eor
       5792;20130113;    1;  2022.00;     -999;   649.00;    5.5;eor
       5792;20130114;    1;     -999;     -999;   636.00;    4.3;eor
       5792;20130115;    1;  1932.00;     -999;   798.00;    4.6;eor
       5792;20130116;    1;  2143.00;     -999;   410.00;    0.0;eor
       5792;20130117;    1;  2135.00;     -999;   377.00;    0.0;eor
       5792;20130118;    1;  1650.00;     -999;   784.00;    6.6;eor
       5792;20130119;    1;     -999;     -999;   377.00;    0.2;eor
       5792;20130120;    1;  2344.00;     -999;   573.00;    3.0;eor
       5792;20130121;    1;     -999;     -999;   655.00;    2.4;eor
       5792;20130122;    1;     -999;     -999;   633.00;    0.5;eor
       5792;20130123;    1;  1553.00;     -999;   911.00;    8.7;eor
       5792;20130124;    1;  1686.00;     -999;   710.00;    6.5;eor
       5792;20130125;    1;  1532.00;     -999;   958.00;    9.2;eor
       5792;20130126;    1;  1403.00;     -999;   992.00;    9.0;eor
       5792;20130127;    1;  2245.00;     -999;   664.00;    3.7;eor
       5792;20130128;    1;  2244.00;     -999;   420.00;    0.4;eor
       5792;20130129;    1;     -999;     -999;   243.00;    0.0;eor
       5792;20130130;    1;     -999;     -999;   501.00;    1.0;eor
       5792;20130131;    1;  2088.00;     -999;   822.00;    6.0;eor
       5792;20130201;    1;  2653.00;     -999;   300.00;    0.0;eor
       5792;20130202;    1;     -999;     -999;   256.00;    0.0;eor
       5792;20130203;    1;     -999;     -999;   435.00;    0.0;eor
       5792;20130204;    1;  2549.00;     -999;   269.00;    0.0;eor
       5792;20130205;    1;     -999;     -999;   429.00;    0.3;eor
       5792;20130206;    1;  2057.00;     -999;  1157.00;    5.3;eor
       5792;20130207;    1;  2264.00;     -999;   447.00;    0.0;eor
       5792;20130208;    1;  2210.00;     -999;   590.00;    0.0;eor
       5792;20130209;    1;  1913.00;     -999;   991.00;    1.2;eor
       5792;20130210;    1;  1328.00;     -999;  1354.00;    9.7;eor
       5792;20130211;    1;     -999;     -999;   681.00;    0.6;eor
       5792;20130212;    1;     -999;     -999;   652.00;    0.0;eor
       5792;20130213;    1;  1548.00;     -999;  1357.00;    9.5;eor
       5792;20130214;    1;  1739.00;     -999;  1365.00;    9.4;eor
       5792;20130215;    1;     -999;     -999;   670.00;    0.0;eor
       5792;20130216;    1;     -999;     -999;   872.00;    0.9;eor
       5792;20130217;    1;  1759.00;     -999;  1117.00;    5.9;eor
       5792;20130218;    1;  1501.00;     -999;  1435.00;   10.5;eor
       5792;20130219;    1;     -999;     -999;   938.00;    2.2;eor
       5792;20130220;    1;     -999;     -999;  1108.00;    1.7;eor
       5792;20130221;    1;  1563.00;     -999;  1480.00;    8.5;eor
       5792;20130222;    1;  1590.00;     -999;  1686.00;    9.1;eor
       5792;20130223;    1;  1713.00;     -999;  1435.00;    8.0;eor
       5792;20130224;    1;     -999;     -999;   978.00;    3.0;eor
       5792;20130225;    1;  1595.00;     -999;     -999;    9.6;eor
       5792;20130226;    1;  2150.00;     -999;   920.00;-999;eor
       5792;20130227;    1;  1916.00;     -999;  1794.00;   10.7;eor
       5792;20130228;    1;  1713.00;     -999;  1664.00;   10.9;eor
       5792;20130301;    1;  1611.00;     -999;  1734.00;   11.1;eor
       5792;20130302;    1;  1633.00;     -999;  1717.00;   11.2;eor
       5792;20130303;    1;  1638.00;     -999;  1731.00;   11.3;eor
       5792;20130304;    1;  1539.00;     -999;  1802.00;   11.3;eor
       5792;20130305;    1;  1974.00;     -999;  1279.00;    6.5;eor
       5792;20130306;    1;  2425.00;     -999;   957.00;    2.8;eor
       5792;20130307;    1;  2402.00;     -999;  1415.00;    5.7;eor
       5792;20130308;    1;  2222.00;     -999;  1639.00;    8.7;eor
       5792;20130309;    1;  2629.00;     -999;  1209.00;    1.9;eor
       5792;20130310;    1;     -999;     -999;  1239.00;    2.2;eor
       5792;20130311;    1;  2385.00;     -999;  1084.00;    0.8;eor
       5792;20130312;    1;  2144.00;     -999;  1540.00;    6.0;eor
       5792;20130313;    1;     -999;     -999;  1688.00;    5.3;eor
       5792;20130314;    1;  2036.00;     -999;  1717.00;    5.5;eor
       5792;20130315;    1;  1878.00;     -999;  1294.00;    1.1;eor
       5792;20130316;    1;  1601.00;     -999;  1989.00;   10.2;eor
       5792;20130317;    1;  2162.00;     -999;  1240.00;    3.7;eor
       5792;20130318;    1;     -999;     -999;   754.00;    0.0;eor
       5792;20130319;    1;     -999;     -999;   996.00;    3.1;eor
       5792;20130320;    1;     -999;     -999;  1171.00;    2.5;eor
       5792;20130321;    1;     -999;     -999;   953.00;    0.2;eor
       5792;20130322;    1;     -999;     -999;  1973.00;    6.7;eor
       5792;20130323;    1;     -999;     -999;  1691.00;    5.0;eor
       5792;20130324;    1;     -999;     -999;  1213.00;    2.9;eor
       5792;20130325;    1;     -999;     -999;  1303.00;    0.7;eor
       5792;20130326;    1;     -999;     -999;   927.00;    0.0;eor
       5792;20130327;    1;     -999;     -999;  2308.00;    9.2;eor
       5792;20130328;    1;  2172.00;     -999;  1532.00;    4.9;eor
       5792;20130329;    1;  2451.00;     -999;  1783.00;    3.4;eor
       5792;20130330;    1;  2497.00;     -999;  1339.00;    3.1;eor
       5792;20130331;    1;  2278.00;     -999;  1802.00;    0.5;eor
       5792;20130401;    1;  1465.00;     -999;  2539.00;   12.9;eor
       5792;20130402;    1;  1699.00;     -999;  2382.00;   12.0;eor
       5792;20130403;    1;  1772.00;     -999;  2406.00;   10.6;eor
       5792;20130404;    1;     -999;     -999;  2220.00;    9.2;eor
       5792;20130405;    1;  2431.00;     -999;  1224.00;    0.1;eor
       5792;20130406;    1;  1928.00;     -999;  2536.00;   11.5;eor
       5792;20130407;    1;  2006.00;     -999;  2138.00;    5.2;eor
       5792;20130408;    1;     -999;     -999;  1524.00;    3.4;eor
       5792;20130409;    1;  2141.00;     -999;  1796.00;    5.5;eor
       5792;20130410;    1;  2434.00;     -999;  1288.00;    1.5;eor
       5792;20130411;    1;  2714.00;     -999;   983.00;    0.2;eor
       5792;20130412;    1;  2639.00;     -999;  1326.00;    1.3;eor
       5792;20130413;    1;  2189.00;     -999;  2306.00;    7.4;eor
       5792;20130414;    1;  2398.00;     -999;  2351.00;    9.2;eor
       5792;20130415;    1;  2322.00;     -999;  2568.00;   11.2;eor
       5792;20130416;    1;  2791.00;     -999;  1016.00;    0.6;eor
       5792;20130417;    1;     -999;     -999;  2130.00;    8.1;eor
       5792;20130418;    1;  2557.00;     -999;  1426.00;    3.0;eor
       5792;20130419;    1;  2829.00;     -999;  1365.00;    0.0;eor
       5792;20130420;    1;     -999;     -999;  1490.00;    0.0;eor
       5792;20130421;    1;  2232.00;     -999;  2718.00;   11.3;eor
       5792;20130422;    1;  2529.00;     -999;  2179.00;    3.2;eor
       5792;20130423;    1;  2145.00;     -999;  2871.00;   12.5;eor
       5792;20130424;    1;  2047.00;     -999;  2828.00;   11.6;eor
       5792;20130425;    1;  1933.00;     -999;  2959.00;   14.0;eor
       5792;20130426;    1;     -999;     -999;  1927.00;    5.4;eor
       5792;20130427;    1;  2666.00;     -999;  1819.00;    2.2;eor
       5792;20130428;    1;     -999;     -999;  2081.00;    5.7;eor
       5792;20130429;    1;  2623.00;     -999;   956.00;    0.7;eor
       5792;20130430;    1;     -999;     -999;  1256.00;    1.8;eor
       5792;20130501;    1;  2512.00;     -999;  2334.00;    7.0;eor
       5792;20130502;    1;  2761.00;     -999;  1487.00;    2.1;eor
       5792;20130503;    1;  2564.00;     -999;  2245.00;    7.8;eor
       5792;20130504;    1;  2579.00;     -999;  2042.00;    6.1;eor
       5792;20130505;    1;  2216.00;     -999;  2940.00;   12.4;eor
       5792;20130506;    1;     -999;     -999;  1811.00;    5.7;eor
